ID;Category;Source;URLs;Title;cleanedTitle;MediaPlatform;MediaFormat;EmbeddedExternalVideo;PublicationDate;Country;Language;Setting;MusicMakerProfessionalism;Movement;HealthInfo;Conflict;Emotions;Features;FirstCoder;SecondCoder
484;media;GoogleSheet;https://www.csmonitor.com/World/Europe/2020/0402/National-Orchestra-of-France-delivers-rousing-Bolero-from-home;"National Orchestra of France delivers rousing ""bolero"" from home";National Orchestra of France delivers rousing bolero from home;The Christian Science Monitor;writtenDigital;1;02-04-2020;France;English;online, home;prof;0;0;0;togetherness;virtual concert, orchestra, splitscreen, virtual performance;MT;DS
485;media;GoogleSheet;https://milwaukeenns.org/2020/04/01/how-four-artists-are-flexing-their-creative-muscles-during-covid-19/;How 4 artists are flexing their creating muscles during covid-19;How  artists are flexing their creating muscles during covid;Milwaukee Neighborhood News Service;writtenDigital;0;01-04-2020;USA;English;home;prof;1;0;0;togetherness, anxiety;virtual dance, virtual performance;MT;NCH
487;media;GoogleSheet;https://wpln.org/post/can-virtual-concerts-replicate-the-magic-and-money-of-music-city/;Can virtual concerts replicate the magic and money of music city;Can virtual concerts replicate the magic and money of music city;Nashville Public Radio;writtenDigital;0;02-04-2020;USA;English;concert, home, online;prof;0;0;0;togetherness, happiness;virtual concert, livestream, virtual performance;MT;JV
489;media;GoogleSheet;https://www.kristeligt-dagblad.dk/kronik/krisen-viser-nye-sider-af-vores-faellesangskultur;Krisen viser nye sider af vores fællesangskultur - Danish newpaper Kristeloigt Dagblad on communal singing during the corona crisis (paywall, NCH has image file);Krisen viser nye sider af vores fllesangskultur  Danish newpaper Kristeloigt Dagblad on communal singing during the corona crisis paywall NCH has image file;Kristeligt Dagblad;writtenDigital;0;02-04-2020;Denmark;Danish;outside, balcony;amateur;0;0;0;togetherness, happiness;participatory music making;MT;JB
490;media;GoogleSheet;https://www.latimes.com/entertainment-arts/music/story/2020-03-20/cardi-b-coronavirus-dj-imarkkeyz-pandemic-pop;Pandemic pop: At home and around the world, dark-humored new songs about coronavirus go viral - Los Angeles Times;Pandemic pop At home and around the world darkhumored new songs about coronavirus go viral  Los Angeles Times;Los Angeles Times;writtenDigital;0;20-03-2020;USA;English;home, online;prof;0;0;0;humour, togetherness, fear;music industry, pop, songwriting;MT;DS
491;media;GoogleSheet;https://www.campaignlive.com/article/spike-chill-music-news-podcasts-playlist-sharing-new-spotify-habits/1678744;Spike in 'chill' music, news podcasts and playlist sharing: Our new Spotify habits (curated copy of previous news article by Spotify Research team);Spike in chill music news podcasts and playlist sharing Our new Spotify habits curated copy of previous news article by Spotify Research team;Campaign;writtenDigital;0;30-03-2020;USA;English;home, online;prof;0;0;0;togetherness, calm, curious, interest;playlist, streaming;MT;JV
492;media;GoogleSheet;https://boston.cbslocal.com/2020/04/03/coronavirus-tuba-player-zack-hickman-watertown/;Sousaphone Player Keeps Watertown Neighborhood Smiling During Coronavirus Pandemic;Sousaphone Player Keeps Watertown Neighborhood Smiling During Coronavirus Pandemic;CBS Boston;writtenDigital, video;0;03-04-2020;USA;English;outside;prof;0;0;0;humour, gratitude, togetherness, happiness;outdoor performance;MT;DS
493;media;GoogleSheet;https://www.billboard.com/articles/business/chart-beat/9350119/digital-album-sales-seven-month-high;Digital album sales hit a seven month high;Digital album sales hit a seven month high;Billboard;writtenDigital;0;02-04-2020;USA;English;home, online;prof;0;0;0;NA;virtual music platform, music industry;MT;NCH
494;media;GoogleSheet;https://www.sciencemag.org/news/2020/04/scientists-have-turned-structure-coronavirus-music;Scientists have turned the structure of the coronavirus into music;Scientists have turned the structure of the coronavirus into music;Science;writtenDigital, audio;0;03-04-2020;USA;English;online, sonification;prof;0;0;0;humour, comfort;science, sonification;MT;NCH
495;media;GoogleSheet;https://talks.anghami.com/analyzing-a-shift-in-music-consumption-in-covid-19-times-in-the-middle-east/;Analyzing a shift in music consumption in the Middle East during COVID-19;Analyzing a shift in music consumption in the Middle East during COVID;Anghami;writtenDigital;0;05-04-2020;Lebanon;English;home, online;prof;0;0;0;NA;virtual music platform, listening trends, music industry;MT;JB
496;media;GoogleSheet;https://citiesandmemory.com/2020/04/listening-to-the-songs-of-coronavirus/;Listening to the songs of coronavirus;Listening to the songs of coronavirus;Cities and Memory;writtenDigital;0;08-04-2020;UK;English;car;prof;0;0;0;hope;religion, creativity;MT;NCH
497;media;GoogleSheet;https://www.rollingstone.com/music/music-news/streaming-moods-genres-coronavirus-979334/;What the World Is Listening to Amid COVID-19;What the World Is Listening to Amid COVID;Rolling Stone;writtenDigital;1;07-04-2020;USA;English;home;prof;0;0;0;togetherness;playlist, virtual music platform;MT;NCH
499;media;GoogleSheet;https://www.theatlantic.com/culture/archive/2020/04/coronavirus-has-forced-repurposing-music/609601/;People Are Remembering What Music Is Really For;People Are Remembering What Music Is Really For;The Atlantic;writtenDigital;0;09-04-2020;USA;English;online;prof;0;0;0;togetherness;NA;MT;JV
500;media;GoogleSheet;https://www.washingtonpost.com/national/coronavirus-new-orleans-musicians/2020/04/09/fd5e2f84-774b-11ea-a130-df573469f094_story.html;In a self-isolated world, New Orleans musicians fight to beat back the silence;In a selfisolated world New Orleans musicians fight to beat back the silence;Washington Post;writtenDigital;0;09-04-2020;USA;English;outside;prof;0;0;0;grief/sadness, fear, frustration;commemoration, cancellation, unempoyment;MT;NCH
501;media;GoogleSheet;https://www.kristeligt-dagblad.dk/kultur/seere-stroemmer-til-drs-faellessangsprogrammer;Seere strømmer til DR’s fællessangs-programmer - Danish newspaper Kristeligt Dagblad on popularity of national TV shows with singing (paywall);Seere strmmer til DRs fllessangsprogrammer  Danish newspaper Kristeligt Dagblad on popularity of national TV shows with singing paywall;Kristeligt Dagblad ;writtenDigital;0;08-04-2020;Denmark;Danish;home;prof, amateur;0;0;0;togetherness, happiness, being moved;choir, television, radio;MT;DS
502;media;GoogleSheet;https://www.fox5atlanta.com/video/671239?;Quarantine Tunes: Fox 5 coverage of Medlock Park neighborhood, Atlanta GA;Quarantine Tunes Fox  coverage of Medlock Park neighborhood Atlanta GA;Fox5 Atlanta;video;0;06-04-2020;USA;English;outside;amateur;0;0;0;togetherness, happiness;NA;MT;JB
503;media;GoogleSheet;https://www.npr.org/2020/04/05/826820085/the-beat-goes-on-high-school-choirs-improvise-in-the-age-of-coronavirus;The Beat Goes On: High School Choirs Improvise In The Age Of Coronavirus;The Beat Goes On High School Choirs Improvise In The Age Of Coronavirus;NPR;writtenDigital, audio;1;05-04-2020;USA;English;home;amateur;0;0;0;togetherness, happiness;choir;MT;NCH
504;media;GoogleSheet;https://www.theguardian.com/music/2020/apr/15/bittersweet-symphony-the-best-lockdown-orchestras-and-choirs-online;Bittersweet symphony: the best lockdown orchestras and choirs online - The Guardian;Bittersweet symphony the best lockdown orchestras and choirs online  The Guardian;The Guardian;writtenDigital;1;15-04-2020;UK;English;home, online;prof;0;0;0;togetherness, happiness;virtual concert, splitscreen, virtual performance;MT;DS
505;media;GoogleSheet;https://www.nj.com/news/2020/04/bon-jovi-drops-in-on-virtual-kindergarten-class-to-play-songs-they-helped-him-write.html;Bon Jovi drops in on virtual kindergarten class to play songs they helped him write;Bon Jovi drops in on virtual kindergarten class to play songs they helped him write;NJ.com;writtenDigital;1;14-04-2020;USA;English;home, online;prof;0;0;0;togetherness, happiness, being moved;virtual concert, virtual performance;MT;JB
506;media;GoogleSheet;https://apnews.com/2d5956ccfe8e75fe1fda534324697633;In Iran, isolated musicians perform from rooftops;In Iran isolated musicians perform from rooftops;AP News;writtenDigital;0;16-04-2020;USA;English;balcony, home;prof;0;0;0;gratitude, togetherness;NA;MT;NCH
508;media;GoogleSheet;https://www.forbes.com/sites/lisakocay/2020/04/08/dgtl-music-festival-digital/#27e889978d65;DGTL Music Festival Goes Digital;DGTL Music Festival Goes Digital;Forbes;writtenDigital;0;08-04-2020;USA;English;home, online;prof;0;0;0;togetherness;virtual festival;MT;JV
509;media;GoogleSheet;https://radio.wosu.org/post/coronavirus-ohio-artists-adapting-work-during-lockdown;Coronavirus In Ohio: Artists Adapting To Work During Lockdown;Coronavirus In Ohio Artists Adapting To Work During Lockdown;WOSU Public Media;writtenDigital;1;17-04-2020;USA;English;home;prof;1;0;0;togetherness;virtual performance, cancellation, music industry, #chamberbrewsplayin;MT;NCH
510;media;GoogleSheet;https://laughingsquid.com/hospitals-are-playing-here-comes-the-sun/;Hospitals Are Playing ‘Here Comes the Sun’ by The Beatles Each Time a COVID-19 Patient is Discharged;Hospitals Are Playing Here Comes the Sun by The Beatles Each Time a COVID Patient is Discharged;Laughing Squid;writtenDigital, audio;1;16-04-2020;USA;English;hospital, helathcare;prof, amateur;0;0;0;gratitude, togetherness, happiness, being moved;hospital staff;MT;DS
511;media;GoogleSheet;https://danstunesseattle.com/2020/04/18/were-still-making-noise-seattle-venues-fight-to-stay-afloat-during-covid-19-closures/;We’re still making noise: Seattle venues fight to stay afloat during COVID-19 closures;Were still making noise Seattle venues fight to stay afloat during COVID closures;Dan's Tunes;writtenDigital;0;18-04-2020;USA;English;venue;prof;0;0;1;grief/sadness, togetherness, hope;venues;MT;DS
512;media;GoogleSheet;https://www.seattletimes.com/seattle-news/watch-and-listen-ballards-opera-man-lets-loose-from-his-lawn-every-weekday/;"""Ballard’s opera man lets loose from his lawn every weekday""";Ballards opera man lets loose from his lawn every weekday;The Seattle Times;writtenDigital;1;17-04-2020;USA;English;outside;prof;0;0;0;togetherness, happiness;NA;MT;JV
513;media;GoogleSheet;https://www.dummymag.com/10-best/10-best-tracks-to-stay-at-home-to-mr-scruff;The 10 Best Tracks To Stay At Home To, according to Mr. Scruff;The  Best Tracks To Stay At Home To according to Mr Scruff;Dummy;writtenDigital;0;15-04-2020;UK;English;home;prof;0;0;0;happiness;music compilation, playlist, listening;MT;NCH
514;media;GoogleSheet;https://www.theguardian.com/music/2020/apr/15/bittersweet-symphony-the-best-lockdown-orchestras-and-choirs-online;Guardian (UK) review of online music-making initiatives;Guardian UK review of online musicmaking initiatives;The Guardian;writtenDigital;1;15-04-2020;UK;English;home;prof;0;0;0;humour, togetherness, happiness;virtual concert, virtual orchestra, virtual performance;MT;NCH
515;media;GoogleSheet;https://www.repubblica.it/londra/2020/04/02/news/_volare_da_un_capo_all_altro_del_mondo_un_canzone_dai_balconi_italiani_virtuali-252795099/;Rebubblica on Italians in the world;Rebubblica on Italians in the world;La Repubblica;writtenDigital;0;02-04-2020;Italy;Italian;home, online, balcony;amateur;0;0;0;togetherness;virtual performance;MT;JB
516;media;GoogleSheet;https://giornaledeinavigli.it/cronaca/pompieri-regno-unito-cantano-bella-ciao-per-colleghi-italiani/;UK Firefighters sing Bella Ciao for Italian Counterparts;UK Firefighters sing Bella Ciao for Italian Counterparts;Giornale dei Navigli;writtenDigital, video;0;21-04-2020;Italy;Italian;fire station, work;amateur;0;0;0;togetherness, solidarity;solidarity with Italy;MT;DS
